Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
DRR256258,2021-04-02 15:43:46,2021-04-18 21:38:36,102891,61940382,102891,602,35,,https://sra-download.ncbi.nlm.nih.gov/traces/dra0/DRR/000250/DRR256258,DRX245976,,AMPLICON,PCR,METAGENOMIC,PAIRED,360,0,ILLUMINA,Illumina MiSeq,DRP007115,PRJDB10819,,719502,DRS178076,SAMD00259633,simple,408172,marine metagenome,SAMD00259633,,,,,,,no,,,,,UT-AQUA,DRA011126,,public,F8B781A376A72648171DB4C0E4F28265,0B1485E762EAAB76D126E8CCC9AFC44D
DRR256259,2021-04-02 15:43:46,2021-04-02 16:21:43,87985,52966970,87985,602,29,,https://sra-download.ncbi.nlm.nih.gov/traces/dra0/DRR/000250/DRR256259,DRX245977,,AMPLICON,PCR,METAGENOMIC,PAIRED,360,0,ILLUMINA,Illumina MiSeq,DRP007115,PRJDB10819,,719502,DRS178077,SAMD00259634,simple,408172,marine metagenome,SAMD00259634,,,,,,,no,,,,,UT-AQUA,DRA011126,,public,EFA5AFFFDED08C869EF519C8FCFE8797,9C2E9AAEEB21733C741797692BE798E6
DRR256260,2021-04-02 15:43:46,2021-04-02 18:56:35,106382,64041964,106382,602,36,,https://sra-download.ncbi.nlm.nih.gov/traces/dra0/DRR/000250/DRR256260,DRX245978,,AMPLICON,PCR,METAGENOMIC,PAIRED,360,0,ILLUMINA,Illumina MiSeq,DRP007115,PRJDB10819,,719502,DRS178078,SAMD00259635,simple,408172,marine metagenome,SAMD00259635,,,,,,,no,,,,,UT-AQUA,DRA011126,,public,6A8C2CC2FBA2AB068AF2105FE59A69AD,38F8A393C58CAF54FEC70B11DB26838D
DRR256261,2021-04-02 15:43:46,2021-04-02 18:56:01,102857,61919914,102857,602,33,,https://sra-download.ncbi.nlm.nih.gov/traces/dra0/DRR/000250/DRR256261,DRX245979,,AMPLICON,PCR,METAGENOMIC,PAIRED,360,0,ILLUMINA,Illumina MiSeq,DRP007115,PRJDB10819,,719502,DRS178079,SAMD00259636,simple,408172,marine metagenome,SAMD00259636,,,,,,,no,,,,,UT-AQUA,DRA011126,,public,2372CD08CF8A484639229BB7D4389344,F85471E4AB3B2DCD6D0C3944F9D62C4A
DRR256262,2021-04-02 15:43:46,2021-04-02 18:55:49,64299,38707998,64299,602,21,,https://sra-download.ncbi.nlm.nih.gov/traces/dra0/DRR/000250/DRR256262,DRX245980,,AMPLICON,PCR,METAGENOMIC,PAIRED,360,0,ILLUMINA,Illumina MiSeq,DRP007115,PRJDB10819,,719502,DRS178080,SAMD00259637,simple,408172,marine metagenome,SAMD00259637,,,,,,,no,,,,,UT-AQUA,DRA011126,,public,3A59979F66FC622A3EABF7F179F954DE,4EA23722BE7D4562386D8775FC90581D
DRR256263,2021-04-02 15:43:46,2021-04-02 18:55:37,102135,61485270,102135,602,33,,https://sra-download.ncbi.nlm.nih.gov/traces/dra0/DRR/000250/DRR256263,DRX245981,,AMPLICON,PCR,METAGENOMIC,PAIRED,360,0,ILLUMINA,Illumina MiSeq,DRP007115,PRJDB10819,,719502,DRS178081,SAMD00259638,simple,408172,marine metagenome,SAMD00259638,,,,,,,no,,,,,UT-AQUA,DRA011126,,public,510C55719E452511A00B27E7A89F390F,1CB85D622295157140130B6319E62266
DRR256264,2021-04-02 15:43:46,2021-04-02 18:56:12,24149,14537698,24149,602,8,,https://sra-download.ncbi.nlm.nih.gov/traces/dra0/DRR/000250/DRR256264,DRX245982,,AMPLICON,PCR,METAGENOMIC,PAIRED,360,0,ILLUMINA,Illumina MiSeq,DRP007115,PRJDB10819,,719502,DRS178082,SAMD00259639,simple,408172,marine metagenome,SAMD00259639,,,,,,,no,,,,,UT-AQUA,DRA011126,,public,D92215907418B08FC894EB0C994ED458,E89E133EE83AD0B655B742423C16DBF0
DRR256265,2021-04-02 15:43:46,2021-04-18 21:35:35,64578,38875956,64578,602,21,,https://sra-download.ncbi.nlm.nih.gov/traces/dra0/DRR/000250/DRR256265,DRX245983,,AMPLICON,PCR,METAGENOMIC,PAIRED,360,0,ILLUMINA,Illumina MiSeq,DRP007115,PRJDB10819,,719502,DRS178083,SAMD00259640,simple,408172,marine metagenome,SAMD00259640,,,,,,,no,,,,,UT-AQUA,DRA011126,,public,46F0F517F3993C0AD93E1743DA316CA4,8B33415346F617E35108BD675E03B823
DRR256266,2021-04-02 15:43:46,2021-04-02 18:56:24,80554,48493508,80554,602,26,,https://sra-download.ncbi.nlm.nih.gov/traces/dra0/DRR/000250/DRR256266,DRX245984,,AMPLICON,PCR,METAGENOMIC,PAIRED,360,0,ILLUMINA,Illumina MiSeq,DRP007115,PRJDB10819,,719502,DRS178084,SAMD00259641,simple,408172,marine metagenome,SAMD00259641,,,,,,,no,,,,,UT-AQUA,DRA011126,,public,630F69B142B4D0E6347AFC410E0256CD,ADAEAD2BE5E78CEB61A9176DC63AA5B8
DRR256267,2021-04-02 15:43:46,2021-04-17 21:35:41,84637,50951474,84637,602,28,,https://sra-download.ncbi.nlm.nih.gov/traces/dra1/DRR/000250/DRR256267,DRX245985,,AMPLICON,PCR,METAGENOMIC,PAIRED,360,0,ILLUMINA,Illumina MiSeq,DRP007115,PRJDB10819,,719502,DRS178085,SAMD00259642,simple,408172,marine metagenome,SAMD00259642,,,,,,,no,,,,,UT-AQUA,DRA011126,,public,445C3869709BAB4F068A10B5430FE728,1448B2373F498B9CED7E4AF88668C4C8
DRR256268,2021-04-02 15:43:46,2021-04-02 16:22:12,84240,50712480,84240,602,28,,https://sra-download.ncbi.nlm.nih.gov/traces/dra0/DRR/000250/DRR256268,DRX245986,,AMPLICON,PCR,METAGENOMIC,PAIRED,360,0,ILLUMINA,Illumina MiSeq,DRP007115,PRJDB10819,,719502,DRS178086,SAMD00259643,simple,408172,marine metagenome,SAMD00259643,,,,,,,no,,,,,UT-AQUA,DRA011126,,public,320438D816E6BBDAC316E55A91696687,495AFC96DAD3777C0EAC7C85BC28C925
DRR256269,2021-04-02 15:43:46,2021-04-02 16:22:00,72507,43649214,72507,602,23,,https://sra-download.ncbi.nlm.nih.gov/traces/dra0/DRR/000250/DRR256269,DRX245987,,AMPLICON,PCR,METAGENOMIC,PAIRED,360,0,ILLUMINA,Illumina MiSeq,DRP007115,PRJDB10819,,719502,DRS178087,SAMD00259644,simple,408172,marine metagenome,SAMD00259644,,,,,,,no,,,,,UT-AQUA,DRA011126,,public,956ECD19BF9ABE834EE88C66BB5723A0,C515AFE9F0CDC96D540EE06B2903636E
DRR256270,2021-04-02 15:43:46,2021-04-17 21:34:38,36255,21825510,36255,602,12,,https://sra-download.ncbi.nlm.nih.gov/traces/dra1/DRR/000250/DRR256270,DRX245988,,AMPLICON,PCR,METAGENOMIC,PAIRED,360,0,ILLUMINA,Illumina MiSeq,DRP007115,PRJDB10819,,719502,DRS178088,SAMD00259645,simple,408172,marine metagenome,SAMD00259645,,,,,,,no,,,,,UT-AQUA,DRA011126,,public,E22CA550A9B01C0ADAD83A80BDEA66BA,60BE719795786708B41F371535BC26BD
DRR256271,2021-04-02 15:43:46,2021-04-17 21:32:49,80487,48453174,80487,602,26,,https://sra-download.ncbi.nlm.nih.gov/traces/dra1/DRR/000250/DRR256271,DRX245989,,AMPLICON,PCR,METAGENOMIC,PAIRED,360,0,ILLUMINA,Illumina MiSeq,DRP007115,PRJDB10819,,719502,DRS178089,SAMD00259646,simple,408172,marine metagenome,SAMD00259646,,,,,,,no,,,,,UT-AQUA,DRA011126,,public,C8EEDF460BF4B209A343EB7D8FE6A790,E5A4B9436174E890AE662796C9403837
DRR256272,2021-04-02 15:43:46,2021-04-02 16:17:37,48254,29048908,48254,602,15,,https://sra-download.ncbi.nlm.nih.gov/traces/dra0/DRR/000250/DRR256272,DRX245990,,AMPLICON,PCR,METAGENOMIC,PAIRED,360,0,ILLUMINA,Illumina MiSeq,DRP007115,PRJDB10819,,719502,DRS178090,SAMD00259647,simple,408172,marine metagenome,SAMD00259647,,,,,,,no,,,,,UT-AQUA,DRA011126,,public,1FE74E22E432A0D79D3E988A8C0B0E0B,82AB6DC72CA6900BDBD99CB41AEE04C0
DRR256273,2021-04-02 15:43:46,2021-04-02 18:57:22,80580,48509160,80580,602,25,,https://sra-download.ncbi.nlm.nih.gov/traces/dra0/DRR/000250/DRR256273,DRX245991,,AMPLICON,PCR,METAGENOMIC,PAIRED,360,0,ILLUMINA,Illumina MiSeq,DRP007115,PRJDB10819,,719502,DRS178091,SAMD00259648,simple,408172,marine metagenome,SAMD00259648,,,,,,,no,,,,,UT-AQUA,DRA011126,,public,617E566DD2EB19AFEA388C580EF5321A,F6DB6424D4E73E62A53D61E185AE8837
DRR256274,2021-04-02 15:43:46,2021-04-17 21:33:47,54973,33093746,54973,602,18,,https://sra-download.ncbi.nlm.nih.gov/traces/dra1/DRR/000250/DRR256274,DRX245992,,AMPLICON,PCR,METAGENOMIC,PAIRED,360,0,ILLUMINA,Illumina MiSeq,DRP007115,PRJDB10819,,719502,DRS178092,SAMD00259649,simple,408172,marine metagenome,SAMD00259649,,,,,,,no,,,,,UT-AQUA,DRA011126,,public,C3AE8C43C3717910E83E6F8C2F8527B5,2154B540BC8EDFB21F4A3F7615CE818E
DRR256275,2021-04-02 15:31:49,2021-04-02 16:17:25,35927,21628054,35927,602,11,,https://sra-download.ncbi.nlm.nih.gov/traces/dra0/DRR/000250/DRR256275,DRX245993,,AMPLICON,PCR,METAGENOMIC,PAIRED,360,0,ILLUMINA,Illumina MiSeq,DRP007115,PRJDB10819,,719502,DRS178093,SAMD00259650,simple,408172,marine metagenome,SAMD00259650,,,,,,,no,,,,,UT-AQUA,DRA011126,,public,17D7AF05C1B1E5CC51C972821ECA32F7,7714BEE1485C7EE522A2D78CD29B5DCB
