#Source	Cruise	Type	SizeFraction	Region	DirForPairs
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville11-68506_S49_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68506
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville11-68506_S49_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68506
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville12-68507_S50_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68507
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville12-68507_S50_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68507
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville13-68508_S51_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68508
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville13-68508_S51_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68508
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville14-68509_S52_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68509
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville14-68509_S52_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68509
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville15-68514_S53_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68514
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville15-68514_S53_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68514
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville16-68515_S54_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68515
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville16-68515_S54_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68515
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville17-68516_S55_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68516
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville17-68516_S55_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68516
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville18-68517_S56_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68517
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville18-68517_S56_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68517
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville19-68518_S57_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68518
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville19-68518_S57_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68518
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville20-68519_S58_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68519
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville20-68519_S58_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68519
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville21-68524_S59_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68524
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville21-68524_S59_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68524
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville22-68525_S60_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68525
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville22-68525_S60_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68525
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville23-68530_S61_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68530
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville23-68530_S61_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68530
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville24-68531_S62_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68531
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville24-68531_S62_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68531
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville25-68535_S63_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68535
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville25-68535_S63_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68535
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville26-68536_S64_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68536
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville26-68536_S64_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68536
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville27-68537_S65_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68537
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville27-68537_S65_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68537
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville28-68538_S66_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68538
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville28-68538_S66_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68538
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville29-68543_S67_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68543
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville29-68543_S67_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68543
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville30-68544_S68_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68544
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville30-68544_S68_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68544
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville98-68885_S136_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68885
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville98-68885_S136_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68885
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville99-68886_S137_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68886
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville99-68886_S137_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68886
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville100-68895_S138_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68895
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville100-68895_S138_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68895
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville101-68896_S139_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68896
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville101-68896_S139_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68896
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville102-68897_S140_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68897
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville102-68897_S140_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68897
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville103-68898_S141_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68898
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville103-68898_S141_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68898
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville104-68899_S142_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68899
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville104-68899_S142_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68899
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville105-68900_S143_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68900
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville105-68900_S143_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68900
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville106-68901_S144_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68901
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville106-68901_S144_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68901
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville107-68902_S145_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68902
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville107-68902_S145_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68902
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville108-68907_S146_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68907
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville108-68907_S146_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68907
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville109-68908_S147_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68908
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville109-68908_S147_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68908
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville110-68913_S148_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68913
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville110-68913_S148_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68913
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville111-68914_S149_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68914
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville111-68914_S149_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68914
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville112-68925_S150_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68925
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville112-68925_S150_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68925
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville113-68926_S151_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68926
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville113-68926_S151_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68926
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville114-68927_S152_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68927
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville114-68927_S152_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68927
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville115-68928_S153_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68928
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville115-68928_S153_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68928
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville116-68929_S154_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68929
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville116-68929_S154_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68929
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville117-68930_S155_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68930
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville117-68930_S155_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68930
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville118-68935_S156_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68935
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville118-68935_S156_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68935
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville119-68936_S157_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68936
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville119-68936_S157_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68936
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville120-68937_S158_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68937
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville120-68937_S158_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68937
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville121-68938_S159_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68938
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville121-68938_S159_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	NPSG	Samp_68938
