Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR19399861,2022-05-25 13:58:23,2022-05-25 13:55:03,83355,50086188,83355,600,29,,https://sra-download.ncbi.nlm.nih.gov/traces/sra24/SRR/018945/SRR19399861,SRX15454482,CV_R10,AMPLICON,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP377046,PRJNA841982,,841982,SRS13176013,SAMN28636477,simple,1561972,seawater metagenome,CV2010_5_21m,,,,,,,no,,,,,OLD DOMINION UNIVERSITY,SRA1426331,,public,4596C70A89541F140174D4CE287741C0,6BABA4706342741E7C60D5A882164839
SRR19399864,2022-05-25 13:58:23,2022-05-25 13:54:58,161868,59612372,161868,368,33,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/018945/SRR19399864,SRX15454479,CV_D31,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP377046,PRJNA841982,,841982,SRS13176009,SAMN28636483,simple,1561972,seawater metagenome,CV2010_5_22m,,,,,,,no,,,,,OLD DOMINION UNIVERSITY,SRA1426331,,public,893E4B4227B56F1EA40856D6BA033F54,3E0BE5A09DCFB569DECAA451EB690A68
SRR19399877,2022-05-25 13:58:22,2022-05-25 13:55:17,228334,136231021,228334,596,66,,https://sra-download.ncbi.nlm.nih.gov/traces/sra57/SRR/018945/SRR19399877,SRX15454466,CV_R31,AMPLICON,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP377046,PRJNA841982,,841982,SRS13176009,SAMN28636483,simple,1561972,seawater metagenome,CV2010_5_22m,,,,,,,no,,,,,OLD DOMINION UNIVERSITY,SRA1426331,,public,D6F3A69C047AF2ED507E7B2F6727EB18,E5CD48B8D5B17CC76BE9C03822EDF421
SRR19399878,2022-05-25 13:58:22,2022-05-25 13:55:12,104041,61195761,104041,588,30,,https://sra-download.ncbi.nlm.nih.gov/traces/sra60/SRR/018945/SRR19399878,SRX15454465,CV_R29,AMPLICON,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP377046,PRJNA841982,,841982,SRS13176008,SAMN28636482,simple,1561972,seawater metagenome,CV2010_5_3m_A,,,,,,,no,,,,,OLD DOMINION UNIVERSITY,SRA1426331,,public,F46433468D91DC7D8C1CB4E20CA0E89C,A6479EE50F8B0585503F1ECEF9AABEF0
SRR19399865,2022-05-25 13:58:23,2022-05-25 13:55:02,318697,140891167,318697,442,77,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/018945/SRR19399865,SRX15454478,CV_D29,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP377046,PRJNA841982,,841982,SRS13176008,SAMN28636482,simple,1561972,seawater metagenome,CV2010_5_3m_A,,,,,,,no,,,,,OLD DOMINION UNIVERSITY,SRA1426331,,public,C105C7B2EB3E56CEEC5FCA792A7A1E86,4B2FBED871AF065F42B50FD2097FAC1C
SRR19399872,2022-05-25 13:58:22,2022-05-25 13:55:18,128161,76721608,128161,598,36,,https://sra-download.ncbi.nlm.nih.gov/traces/sra19/SRR/018945/SRR19399872,SRX15454471,CV_R8,AMPLICON,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP377046,PRJNA841982,,841982,SRS13176011,SAMN28636486,simple,1561972,seawater metagenome,CV2010_5_3m_B,,,,,,,no,,,,,OLD DOMINION UNIVERSITY,SRA1426331,,public,7BDBA1390062D5B15FEDD6AB96F6DB4F,E710D7D26D57F7ADE13BBD08CFDB4EC5
SRR19399873,2022-05-25 13:58:22,2022-05-25 13:55:03,151493,67400018,151493,444,35,,https://sra-download.ncbi.nlm.nih.gov/traces/sra69/SRR/018945/SRR19399873,SRX15454470,CV_D8,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP377046,PRJNA841982,,841982,SRS13176011,SAMN28636486,simple,1561972,seawater metagenome,CV2010_5_3m_B,,,,,,,no,,,,,OLD DOMINION UNIVERSITY,SRA1426331,,public,A1A44587EB84A31C560BE5B562BE59C2,6FDEEC8B0A28723EF8EE323EEB15E930
SRR19399875,2022-05-25 13:58:22,2022-05-25 13:55:04,123291,64315135,123291,521,32,,https://sra-download.ncbi.nlm.nih.gov/traces/sra5/SRR/018945/SRR19399875,SRX15454468,CV_D1,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP377046,PRJNA841982,,841982,SRS13176002,SAMN28636476,simple,1561972,seawater metagenome,CV2011_6_18m,,,,,,,no,,,,,OLD DOMINION UNIVERSITY,SRA1426331,,public,873C55270D44D41E509C702E5B6F6A6E,A3FE679C64894A6E91BEB9BBFBB6BC28
SRR19399884,2022-05-25 13:58:22,2022-05-25 13:55:08,128015,74993614,128015,585,36,,https://sra-download.ncbi.nlm.nih.gov/traces/sra80/SRR/018945/SRR19399884,SRX15454459,CV_R1,AMPLICON,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP377046,PRJNA841982,,841982,SRS13176002,SAMN28636476,simple,1561972,seawater metagenome,CV2011_6_18m,,,,,,,no,,,,,OLD DOMINION UNIVERSITY,SRA1426331,,public,F8BDB3A8C079623E5F588D986E3F531D,5C1FB39C3307CD72415571742C8A2088
SRR19399858,2022-05-25 13:58:23,2022-05-25 13:55:13,133267,79850398,133267,599,38,,https://sra-download.ncbi.nlm.nih.gov/traces/sra34/SRR/018945/SRR19399858,SRX15454485,CV_R17,AMPLICON,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP377046,PRJNA841982,,841982,SRS13176017,SAMN28636489,simple,1561972,seawater metagenome,CV2011_6_19m,,,,,,,no,,,,,OLD DOMINION UNIVERSITY,SRA1426331,,public,23301DD31B30A1FAE0EE7A52FEDB3385,14D62A601368ADF84654D6E429660659
SRR19399866,2022-05-25 13:58:22,2022-05-25 13:55:08,244524,145072169,244524,593,70,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/018945/SRR19399866,SRX15454477,CV_D21,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP377046,PRJNA841982,,841982,SRS13176005,SAMN28636481,simple,1561972,seawater metagenome,CV2011_6_23m,,,,,,,no,,,,,OLD DOMINION UNIVERSITY,SRA1426331,,public,962F46944600BC23A243A4ADB014A782,B3B73461BDDD1346A2DFCF95BB18FAB2
SRR19399881,2022-05-25 13:58:22,2022-05-25 13:55:09,169288,101690880,169288,600,48,,https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/018945/SRR19399881,SRX15454462,CV_R21,AMPLICON,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP377046,PRJNA841982,,841982,SRS13176005,SAMN28636481,simple,1561972,seawater metagenome,CV2011_6_23m,,,,,,,no,,,,,OLD DOMINION UNIVERSITY,SRA1426331,,public,B4DAC783E30A0F69EAEF836CF88C880B,6CD21FD178F054A3DAAF99EE71CD362C
SRR19399856,2022-05-25 13:58:23,2022-05-25 13:55:22,362585,216864985,362585,598,105,,https://sra-download.ncbi.nlm.nih.gov/traces/sra34/SRR/018945/SRR19399856,SRX15454487,CV_R19,AMPLICON,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP377046,PRJNA841982,,841982,SRS13176015,SAMN28636479,simple,1561972,seawater metagenome,CV2011_6_30m,,,,,,,no,,,,,OLD DOMINION UNIVERSITY,SRA1426331,,public,2CC82F26573D667CD6F76F02AEED7A20,3D5190E0E610B3459DEA863C6A94C36A
SRR19399868,2022-05-25 13:58:22,2022-05-25 13:55:15,227537,116739833,227537,513,60,,https://sra-download.ncbi.nlm.nih.gov/traces/sra44/SRR/018945/SRR19399868,SRX15454475,CV_D19,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP377046,PRJNA841982,,841982,SRS13176015,SAMN28636479,simple,1561972,seawater metagenome,CV2011_6_30m,,,,,,,no,,,,,OLD DOMINION UNIVERSITY,SRA1426331,,public,7E55C3306C1C1D1581A7FED7C00093C7,9A48C4B3672E2D9D55C25D03083C7AC8
SRR19399857,2022-05-25 13:58:23,2022-05-25 13:55:15,177781,105944982,177781,595,54,,https://sra-download.ncbi.nlm.nih.gov/traces/sra19/SRR/018945/SRR19399857,SRX15454486,CV_R18,AMPLICON,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP377046,PRJNA841982,,841982,SRS13176018,SAMN28636490,simple,1561972,seawater metagenome,CV2011_6_33m,,,,,,,no,,,,,OLD DOMINION UNIVERSITY,SRA1426331,,public,9B549B39D726552822481BF61BD632B7,140537553ACD3B52273FDDBDEB824175
SRR19399867,2022-05-25 13:58:22,2022-05-25 13:55:04,247293,110708470,247293,447,59,,https://sra-download.ncbi.nlm.nih.gov/traces/sra5/SRR/018945/SRR19399867,SRX15454476,CV_D20,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP377046,PRJNA841982,,841982,SRS13176004,SAMN28636480,simple,1561972,seawater metagenome,CV2011_6_41m,,,,,,,no,,,,,OLD DOMINION UNIVERSITY,SRA1426331,,public,128D2AC698EAA7E734AE05ECE61F0722,18308C774E593803AC8A42724E9E0C05
SRR19399882,2022-05-25 13:58:22,2022-05-25 13:55:13,109428,65713923,109428,600,33,,https://sra-download.ncbi.nlm.nih.gov/traces/sra61/SRR/018945/SRR19399882,SRX15454461,CV_R20,AMPLICON,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP377046,PRJNA841982,,841982,SRS13176004,SAMN28636480,simple,1561972,seawater metagenome,CV2011_6_41m,,,,,,,no,,,,,OLD DOMINION UNIVERSITY,SRA1426331,,public,5540031A7D13C48D2BA07FDC058E3C57,0A0CB613CB90EFEC2C2798AFD9209D04
SRR19399859,2022-05-25 13:58:23,2022-05-25 13:55:21,144805,86927809,144805,600,41,,https://sra-download.ncbi.nlm.nih.gov/traces/sra77/SRR/018945/SRR19399859,SRX15454484,CV_R15,AMPLICON,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP377046,PRJNA841982,,841982,SRS13176014,SAMN28636478,simple,1561972,seawater metagenome,CV2012_8_24m,,,,,,,no,,,,,OLD DOMINION UNIVERSITY,SRA1426331,,public,30F8F05CAC0E19F74705DEFD6E4F6D12,FFB4D6E80E8008B96F0AF974461C7E13
SRR19399869,2022-05-25 13:58:22,2022-05-25 13:55:14,115922,61269543,115922,528,31,,https://sra-download.ncbi.nlm.nih.gov/traces/sra65/SRR/018945/SRR19399869,SRX15454474,CV_D15,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP377046,PRJNA841982,,841982,SRS13176014,SAMN28636478,simple,1561972,seawater metagenome,CV2012_8_24m,,,,,,,no,,,,,OLD DOMINION UNIVERSITY,SRA1426331,,public,522C1203B09C8F3F9E14D4D8CE9B99EF,B5CCB0D4346A116D57761BE09B22965A
