#Source	Cruise	Type	SizeFraction	Region	DirForPairs
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville57-68742_S95_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	Transition	Samp_68742
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville57-68742_S95_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	Transition	Samp_68742
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville58-68748_S96_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	Transition	Samp_68748
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville58-68748_S96_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	Transition	Samp_68748
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville59-68766_S97_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	Transition	Samp_68766
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville59-68766_S97_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	Transition	Samp_68766
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville60-68767_S98_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	Transition	Samp_68767
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville60-68767_S98_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	Transition	Samp_68767
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville61-68768_S99_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	Transition	Samp_68768
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville61-68768_S99_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	Transition	Samp_68768
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville62-68773_S100_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	Transition	Samp_68773
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville62-68773_S100_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	Transition	Samp_68773
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville63-68775_S101_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	Transition	Samp_68775
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville63-68775_S101_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	Transition	Samp_68775
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville64-68777_S102_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	Transition	Samp_68777
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville64-68777_S102_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	Transition	Samp_68777
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville65-68778_S103_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	Transition	Samp_68778
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville65-68778_S103_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	Transition	Samp_68778
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville66-68789_S104_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	Transition	Samp_68789
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville66-68789_S104_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	Transition	Samp_68789
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville67-68790_S105_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	Transition	Samp_68790
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville67-68790_S105_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	Transition	Samp_68790
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville68-68819_S106_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	Transition	Samp_68819
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville68-68819_S106_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	Transition	Samp_68819
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville69-68820_S107_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	Transition	Samp_68820
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville69-68820_S107_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	Transition	Samp_68820
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville70-68825_S108_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	Transition	Samp_68825
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville70-68825_S108_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	Transition	Samp_68825
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville71-68826_S109_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	Transition	Samp_68826
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville71-68826_S109_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	Transition	Samp_68826
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville72-68833_S110_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	Transition	Samp_68833
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville72-68833_S110_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	Transition	Samp_68833
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville73-68834_S111_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	Transition	Samp_68834
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville73-68834_S111_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	Transition	Samp_68834
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville74-68843_S112_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	Transition	Samp_68843
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville74-68843_S112_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	Transition	Samp_68843
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville75-68844_S113_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	Transition	Samp_68844
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville75-68844_S113_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	Transition	Samp_68844
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville93-68869_S131_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	Transition	Samp_68869
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville93-68869_S131_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	Transition	Samp_68869
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville94-68870_S132_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	Transition	Samp_68870
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville94-68870_S132_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	Transition	Samp_68870
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville95-68871_S133_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	Transition	Samp_68871
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville95-68871_S133_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	Transition	Samp_68871
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville96-68879_S134_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	Transition	Samp_68879
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville96-68879_S134_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	Transition	Samp_68879
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville97-68880_S135_L001_R1_001.fastq.gz	2017	DNA	Frac_whole	Transition	Samp_68880
RawFastqs/Miseq272_v2_9Nov2017/fastq/Gradoville97-68880_S135_L001_R2_001.fastq.gz	2017	DNA	Frac_whole	Transition	Samp_68880
