Run	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	Bytes	Center Name	Collection_Date	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Depth	env_broad_scale	env_local_scale	env_medium	Experiment	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	Instrument	Lat_Lon	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study
SRR15563458	AMPLICON	602	787416	PRJNA756869	SAMN20928609	"MIMS.me,MIGS/MIMS/MIMARKS.water"	640271	UNIVERSITY OF COPENHAGEN	8/4/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	26	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861609	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	18.30 N 18.57 W	S50	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F30.3	SRP333639
SRR15563459	AMPLICON	602	16990246	PRJNA756869	SAMN20928608	"MIMS.me,MIGS/MIMS/MIMARKS.water"	11809184	UNIVERSITY OF COPENHAGEN	8/4/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	5	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861608	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	18.30 N 18.57 W	S49	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F30.1	SRP333639
SRR15563460	AMPLICON	602	7698978	PRJNA756869	SAMN20928607	"MIMS.me,MIGS/MIMS/MIMARKS.water"	5438375	UNIVERSITY OF COPENHAGEN	8/2/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	3000	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861607	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	17.50 N 20.80 W	S48	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F26.7	SRP333639
SRR15563461	AMPLICON	602	3784172	PRJNA756869	SAMN20928606	"MIMS.me,MIGS/MIMS/MIMARKS.water"	2729082	UNIVERSITY OF COPENHAGEN	8/2/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	1500	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861606	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	17.50 N 20.80 W	S47	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F26.6	SRP333639
SRR15563462	AMPLICON	602	157122	PRJNA756869	SAMN20928605	"MIMS.me,MIGS/MIMS/MIMARKS.water"	196664	UNIVERSITY OF COPENHAGEN	8/2/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	750	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861605	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	17.50 N 20.80 W	S46	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F26.5	SRP333639
SRR15563463	AMPLICON	602	239843422	PRJNA756869	SAMN20928604	"MIMS.me,MIGS/MIMS/MIMARKS.water"	166989655	UNIVERSITY OF COPENHAGEN	8/2/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	300	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861604	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	17.50 N 20.80 W	S45	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F26.4	SRP333639
SRR15563464	AMPLICON	602	166702830	PRJNA756869	SAMN20928603	"MIMS.me,MIGS/MIMS/MIMARKS.water"	114743079	UNIVERSITY OF COPENHAGEN	8/2/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	35	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861603	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	17.50 N 20.80 W	S44	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F26.3	SRP333639
SRR15563465	AMPLICON	602	1065540	PRJNA756869	SAMN20928602	"MIMS.me,MIGS/MIMS/MIMARKS.water"	816190	UNIVERSITY OF COPENHAGEN	8/2/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	20	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861602	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	17.50 N 20.80 W	S43	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F26.2	SRP333639
SRR15563466	AMPLICON	602	413127316	PRJNA756869	SAMN20928601	"MIMS.me,MIGS/MIMS/MIMARKS.water"	287379519	UNIVERSITY OF COPENHAGEN	8/2/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	5	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861601	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	17.50 N 20.80 W	S42	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F26.1	SRP333639
SRR15563467	AMPLICON	602	2861306	PRJNA756869	SAMN20928600	"MIMS.me,MIGS/MIMS/MIMARKS.water"	2110093	UNIVERSITY OF COPENHAGEN	7/31/17	public	"sra,fastq"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	3000	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861600	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	17.50 N 23.03 W	S41	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F23.7	SRP333639
SRR15563468	AMPLICON	602	116788	PRJNA756869	SAMN20928564	"MIMS.me,MIGS/MIMS/MIMARKS.water"	167867	UNIVERSITY OF COPENHAGEN	7/15/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	6	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861599	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	22.99 N 18.47 W	S5	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F3.1	SRP333639
SRR15563469	AMPLICON	602	1299116	PRJNA756869	SAMN20928599	"MIMS.me,MIGS/MIMS/MIMARKS.water"	998485	UNIVERSITY OF COPENHAGEN	7/31/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	750	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861598	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	17.50 N 23.03 W	S40	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F23.5	SRP333639
SRR15563470	AMPLICON	602	338940448	PRJNA756869	SAMN20928598	"MIMS.me,MIGS/MIMS/MIMARKS.water"	235676686	UNIVERSITY OF COPENHAGEN	7/31/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	300	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861597	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	17.50 N 23.03 W	S39	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F23.4	SRP333639
SRR15563471	AMPLICON	602	24210634	PRJNA756869	SAMN20928597	"MIMS.me,MIGS/MIMS/MIMARKS.water"	17109859	UNIVERSITY OF COPENHAGEN	7/31/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	60	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861596	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	17.50 N 23.03 W	S38	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F23.3	SRP333639
SRR15563472	AMPLICON	602	455626710	PRJNA756869	SAMN20928596	"MIMS.me,MIGS/MIMS/MIMARKS.water"	315922722	UNIVERSITY OF COPENHAGEN	7/31/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	45	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861595	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	17.50 N 23.03 W	S37	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F23.2	SRP333639
SRR15563473	AMPLICON	602	139418384	PRJNA756869	SAMN20928595	"MIMS.me,MIGS/MIMS/MIMARKS.water"	96333700	UNIVERSITY OF COPENHAGEN	7/29/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	750	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861594	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	17.50 N 25.26 W	S36	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F20.5	SRP333639
SRR15563474	AMPLICON	602	5220544	PRJNA756869	SAMN20928594	"MIMS.me,MIGS/MIMS/MIMARKS.water"	3768570	UNIVERSITY OF COPENHAGEN	7/29/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	300	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861593	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	17.50 N 25.26 W	S35	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F20.4	SRP333639
SRR15563475	AMPLICON	602	2669870	PRJNA756869	SAMN20928593	"MIMS.me,MIGS/MIMS/MIMARKS.water"	1977555	UNIVERSITY OF COPENHAGEN	7/29/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	65	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861592	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	17.50 N 25.26 W	S34	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F20.3	SRP333639
SRR15563476	AMPLICON	602	449694	PRJNA756869	SAMN20928592	"MIMS.me,MIGS/MIMS/MIMARKS.water"	395641	UNIVERSITY OF COPENHAGEN	7/29/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	50	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861591	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	17.50 N 25.26 W	S33	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F20.2	SRP333639
SRR15563477	AMPLICON	602	2311680	PRJNA756869	SAMN20928591	"MIMS.me,MIGS/MIMS/MIMARKS.water"	1717170	UNIVERSITY OF COPENHAGEN	7/29/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	5	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861590	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	17.50 N 25.26 W	S32	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F20.1	SRP333639
SRR15563478	AMPLICON	602	7755566	PRJNA756869	SAMN20928590	"MIMS.me,MIGS/MIMS/MIMARKS.water"	5597500	UNIVERSITY OF COPENHAGEN	7/24/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	55	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861589	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	19.89 N 26.00 W	S31	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F16.2	SRP333639
SRR15563479	AMPLICON	602	777245210	PRJNA756869	SAMN20928563	"MIMS.me,MIGS/MIMS/MIMARKS.water"	547743799	UNIVERSITY OF COPENHAGEN	7/14/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	51	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861588	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	23.00 N 16.79 W	S4	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F1.4	SRP333639
SRR15563480	AMPLICON	602	837984	PRJNA756869	SAMN20928589	"MIMS.me,MIGS/MIMS/MIMARKS.water"	636418	UNIVERSITY OF COPENHAGEN	7/24/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	5	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861587	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	19.89 N 26.00 W	S30	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F16.1	SRP333639
SRR15563481	AMPLICON	602	8273286	PRJNA756869	SAMN20928588	"MIMS.me,MIGS/MIMS/MIMARKS.water"	5836530	UNIVERSITY OF COPENHAGEN	7/23/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	300	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861586	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	20.69 N 26.00 W	S29	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F15.4	SRP333639
SRR15563482	AMPLICON	602	2428468	PRJNA756869	SAMN20928587	"MIMS.me,MIGS/MIMS/MIMARKS.water"	1765089	UNIVERSITY OF COPENHAGEN	7/23/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	101	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861585	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	20.69 N 26.00 W	S28	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F15.3	SRP333639
SRR15563483	AMPLICON	602	2657830	PRJNA756869	SAMN20928586	"MIMS.me,MIGS/MIMS/MIMARKS.water"	1904679	UNIVERSITY OF COPENHAGEN	7/23/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	5	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861584	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	20.69 N 26.00 W	S27	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F15.1	SRP333639
SRR15563484	AMPLICON	602	688688	PRJNA756869	SAMN20928585	"MIMS.me,MIGS/MIMS/MIMARKS.water"	550482	UNIVERSITY OF COPENHAGEN	7/21/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	750	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861583	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	23.00 N 25.99 W	S26	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F12.5	SRP333639
SRR15563485	AMPLICON	602	145082	PRJNA756869	SAMN20928584	"MIMS.me,MIGS/MIMS/MIMARKS.water"	185735	UNIVERSITY OF COPENHAGEN	7/21/17	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	300	marine biome [ENVO:00000447]	tropical marine upwelling biome [ENVO:01000859]	mesotrophic water [ENVO:00002225]	SRX11861582	uncalculated	uncalculated	"Atlantic Ocean: Subtropical Norteast\, Cape Verde Frontal Zone"	Illumina MiSeq	23.00 N 25.99 W	S25	PAIRED	PCR	METAGENOMIC	marine metagenome	ILLUMINA	2022-05-30T00:00:00Z	F12.4	SRP333639
