Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR1178375,2014-03-15 00:00:00,2014-03-03 21:23:49,11596,5807706,11596,500,3,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1178375/SRR1178375.1,SRX477423,,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP038933,PRJNA239310,,239310,SRS563058,SAMN02662100,simple,1169740,aquatic metagenome,RD15,,,,,,,no,,,,,UNIVERSITY OF COPENHAGEN,SRA142803,,public,19888E4505BE846984F06985067F10FB,243F3A7C093E0CB8D37C962050695E63
SRR1178376,2014-03-15 00:00:00,2014-03-03 21:23:51,11558,5787401,11558,500,3,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1178376/SRR1178376.1,SRX477424,,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP038933,PRJNA239310,,239310,SRS563059,SAMN02662101,simple,1169740,aquatic metagenome,RD16,,,,,,,no,,,,,UNIVERSITY OF COPENHAGEN,SRA142803,,public,1C39F60ED0C88280A576476BB046E133,FBD787FB6D1F588F68C38F549E471080
SRR1178377,2014-03-15 00:00:00,2014-03-03 21:23:49,5084,2546283,5084,500,1,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1178377/SRR1178377.1,SRX477425,,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP038933,PRJNA239310,,239310,SRS563060,SAMN02662102,simple,1169740,aquatic metagenome,RD19,,,,,,,no,,,,,UNIVERSITY OF COPENHAGEN,SRA142803,,public,CE3670C33C77492563D0ACE840A956E8,32133C5D128E19B68050FBCE8EECB823
SRR1178378,2014-03-15 00:00:00,2014-03-03 21:23:49,6271,3141407,6271,500,1,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1178378/SRR1178378.1,SRX477426,,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP038933,PRJNA239310,,239310,SRS563061,SAMN02662103,simple,1169740,aquatic metagenome,RD20,,,,,,,no,,,,,UNIVERSITY OF COPENHAGEN,SRA142803,,public,1FEACF014AC7358B870B174155CB4A65,90081C309D0962E3731CEC33E40B4656
SRR1178379,2014-03-15 00:00:00,2014-03-03 21:24:52,6701,3357516,6701,501,1,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1178379/SRR1178379.1,SRX477427,,AMPLICON,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP038933,PRJNA239310,,239310,SRS563062,SAMN02662104,simple,1169740,aquatic metagenome,RR3,,,,,,,no,,,,,UNIVERSITY OF COPENHAGEN,SRA142803,,public,AC6F08ED2DFBE02EA0AA1351D457B1E5,12762BDBA4456B98C602BB74D48C27FC
SRR1178380,2014-03-15 00:00:00,2014-03-03 21:24:52,13310,6680152,13310,501,3,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1178380/SRR1178380.1,SRX477428,,AMPLICON,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP038933,PRJNA239310,,239310,SRS563063,SAMN02662105,simple,1169740,aquatic metagenome,RR4,,,,,,,no,,,,,UNIVERSITY OF COPENHAGEN,SRA142803,,public,C07376869A776C97930BA34BE976CDB8,75EFC5ABFF03814A3E97124833237493
SRR1178381,2014-03-15 00:00:00,2014-03-03 21:24:53,1182,592373,1182,501,0,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1178381/SRR1178381.1,SRX477429,,AMPLICON,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP038933,PRJNA239310,,239310,SRS563064,SAMN02662106,simple,1169740,aquatic metagenome,RR5,,,,,,,no,,,,,UNIVERSITY OF COPENHAGEN,SRA142803,,public,70B75670F527085025CAF552FBCEF5A3,CCBC0996D1522FC5FF1C4E0D778840CA
SRR1178382,2014-03-15 00:00:00,2014-03-03 21:24:52,1477,740017,1477,501,0,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1178382/SRR1178382.1,SRX477430,,AMPLICON,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP038933,PRJNA239310,,239310,SRS563065,SAMN02662107,simple,1169740,aquatic metagenome,RR6,,,,,,,no,,,,,UNIVERSITY OF COPENHAGEN,SRA142803,,public,49CAF70B0C2AFEFC2204703088B54041,D1892A78125F2603DB74160E78C82151
SRR1178383,2014-03-15 00:00:00,2014-03-03 21:24:53,1373,688050,1373,501,0,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1178383/SRR1178383.1,SRX477431,,AMPLICON,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP038933,PRJNA239310,,239310,SRS563066,SAMN02662108,simple,1169740,aquatic metagenome,RR7,,,,,,,no,,,,,UNIVERSITY OF COPENHAGEN,SRA142803,,public,BAA548290E85C7F02935507608C9E813,6943A059CC89DC207CBD5648F0CBB097
SRR1178385,2014-03-15 00:00:00,2014-03-03 21:24:53,4341,2175050,4341,501,1,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1178385/SRR1178385.1,SRX477433,,AMPLICON,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP038933,PRJNA239310,,239310,SRS563067,SAMN02662110,simple,1169740,aquatic metagenome,RR11,,,,,,,no,,,,,UNIVERSITY OF COPENHAGEN,SRA142803,,public,201FC9E693B6581C700A6121CA1210D8,47E545A5CD98054BAEF85DBE268EEFC0
SRR1178384,2014-03-15 00:00:00,2014-03-03 21:24:52,5119,2564728,5119,501,1,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1178384/SRR1178384.1,SRX477432,,AMPLICON,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP038933,PRJNA239310,,239310,SRS563068,SAMN02662109,simple,1169740,aquatic metagenome,RR8,,,,,,,no,,,,,UNIVERSITY OF COPENHAGEN,SRA142803,,public,7FA5B879DE647BAA628AE1A84BC8DF29,C50F1FE82A3F3A3DE85A111C564900F1
SRR1178386,2014-03-15 00:00:00,2014-03-03 21:24:52,2136,1070319,2136,501,0,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1178386/SRR1178386.1,SRX477434,,AMPLICON,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP038933,PRJNA239310,,239310,SRS563069,SAMN02662111,simple,1169740,aquatic metagenome,RR12,,,,,,,no,,,,,UNIVERSITY OF COPENHAGEN,SRA142803,,public,2A84D4B33124A707D523C1A195FCBDB7,37D2593E64DFF26327FE1E3B87B5F980
SRR1178387,2014-03-15 00:00:00,2014-03-03 21:24:52,3739,1875156,3739,501,1,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1178387/SRR1178387.1,SRX477435,,AMPLICON,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP038933,PRJNA239310,,239310,SRS563070,SAMN02662112,simple,1169740,aquatic metagenome,RR13,,,,,,,no,,,,,UNIVERSITY OF COPENHAGEN,SRA142803,,public,243485A5FC8B3B40B9D907EAE69B361F,E4CE334B076AE697A132F6B333B7DD97
SRR1178388,2014-03-15 00:00:00,2014-03-03 21:24:53,5057,2534208,5057,501,1,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1178388/SRR1178388.1,SRX477436,,AMPLICON,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP038933,PRJNA239310,,239310,SRS563071,SAMN02662113,simple,1169740,aquatic metagenome,RR14,,,,,,,no,,,,,UNIVERSITY OF COPENHAGEN,SRA142803,,public,713C7E68BD1A1FC16C27689A29EB0C2D,069010220ABEA5CD4B43CC129A5A9671
SRR1178389,2014-03-15 00:00:00,2014-03-03 21:24:53,3105,1555010,3105,500,0,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1178389/SRR1178389.1,SRX477437,,AMPLICON,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP038933,PRJNA239310,,239310,SRS563072,SAMN02662114,simple,1169740,aquatic metagenome,RR15,,,,,,,no,,,,,UNIVERSITY OF COPENHAGEN,SRA142803,,public,907D32EABA95F296DB8C006075FEB9EA,CF01EE1BE2D127F4BAC31081BE48C409
SRR1178342,2014-03-15 00:00:00,2014-03-03 21:24:48,6073,3042617,6073,501,1,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1178342/SRR1178342.1,SRX477438,,AMPLICON,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP038933,PRJNA239310,,239310,SRS563073,SAMN02662115,simple,1169740,aquatic metagenome,RR16,,,,,,,no,,,,,UNIVERSITY OF COPENHAGEN,SRA142803,,public,EEE019BDDBD5612F470E754A47E4F18B,5DA7B158918FF0406B35981B67640A96
SRR1178344,2014-03-15 00:00:00,2014-03-03 21:24:53,5535,2773151,5535,501,1,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1178344/SRR1178344.1,SRX477440,,AMPLICON,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP038933,PRJNA239310,,239310,SRS563074,SAMN02662117,simple,1169740,aquatic metagenome,RR20,,,,,,,no,,,,,UNIVERSITY OF COPENHAGEN,SRA142803,,public,97D0B7F51D018545071991D571F3C9AF,C05EAEA2C8EA871EE0B7E81D40CC77B9
SRR1178343,2014-03-15 00:00:00,2014-03-03 21:24:51,7968,3992006,7968,501,2,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1178343/SRR1178343.1,SRX477439,,AMPLICON,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP038933,PRJNA239310,,239310,SRS563075,SAMN02662116,simple,1169740,aquatic metagenome,RR19,,,,,,,no,,,,,UNIVERSITY OF COPENHAGEN,SRA142803,,public,22FDEEC34D2CF55253A6FEAC6088CD19,FB801E01587713C3B3BA109FCC2BA38E
SRR1178345,2014-03-15 00:00:00,2014-03-03 21:25:51,20538,10285616,20538,500,5,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1178345/SRR1178345.1,SRX477441,,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP038933,PRJNA239310,,239310,SRS563076,SAMN02662118,simple,1169740,aquatic metagenome,SD1,,,,,,,no,,,,,UNIVERSITY OF COPENHAGEN,SRA142803,,public,2471496B19234B32579E4DB679209384,497967B3129CA29353EA301DFA7E688C
SRR1178346,2014-03-15 00:00:00,2014-03-03 21:25:52,15036,7531976,15036,500,4,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1178346/SRR1178346.1,SRX477442,,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP038933,PRJNA239310,,239310,SRS563077,SAMN02662119,simple,1169740,aquatic metagenome,SD2,,,,,,,no,,,,,UNIVERSITY OF COPENHAGEN,SRA142803,,public,FBB4C042440C107BB806695EF452C3AB,84C6ADDC1565D5283C76BF36EDA9633E
SRR1178347,2014-03-15 00:00:00,2014-03-03 21:25:52,11194,5606081,11194,500,3,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1178347/SRR1178347.1,SRX477443,,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP038933,PRJNA239310,,239310,SRS563078,SAMN02662122,simple,1169740,aquatic metagenome,SD5,,,,,,,no,,,,,UNIVERSITY OF COPENHAGEN,SRA142803,,public,C4FB3662CCC497FB2D2BCCB0956B4CC6,F5BE38399525054102937F09705CE7BD
SRR1178348,2014-03-15 00:00:00,2014-03-03 21:25:52,9483,4749746,9483,500,2,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1178348/SRR1178348.1,SRX477444,,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP038933,PRJNA239310,,239310,SRS563079,SAMN02662123,simple,1169740,aquatic metagenome,SD6,,,,,,,no,,,,,UNIVERSITY OF COPENHAGEN,SRA142803,,public,DE80C7C131EA86BC7A037EDC211A696C,6E630E4A01475248B6A9E5ABFA30BAD8
SRR1178349,2014-03-15 00:00:00,2014-03-03 21:25:52,15784,7899549,15784,500,4,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1178349/SRR1178349.1,SRX477445,,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP038933,PRJNA239310,,239310,SRS563080,SAMN02662124,simple,1169740,aquatic metagenome,SD7,,,,,,,no,,,,,UNIVERSITY OF COPENHAGEN,SRA142803,,public,21C810F857306966CF05544C20077B4F,85D5DC08C1031CCC2A62811DCCE8623B
SRR1178350,2014-03-15 00:00:00,2014-03-03 21:25:52,9180,4596092,9180,500,2,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1178350/SRR1178350.1,SRX477446,,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP038933,PRJNA239310,,239310,SRS563081,SAMN02662125,simple,1169740,aquatic metagenome,SD8,,,,,,,no,,,,,UNIVERSITY OF COPENHAGEN,SRA142803,,public,0CEAB5481E38BD89164B661232AB4920,CD463F6C3DDCF8B54D6B3DD9EB645B1D
SRR1178351,2014-03-15 00:00:00,2014-03-03 21:24:52,12806,6419379,12806,501,3,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1178351/SRR1178351.1,SRX477447,,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP038933,PRJNA239310,,239310,SRS563082,SAMN02662126,simple,1169740,aquatic metagenome,SD11,,,,,,,no,,,,,UNIVERSITY OF COPENHAGEN,SRA142803,,public,F600132A960C56B1DEB7A4620488D308,D0D602E4841FB76EE18A60ACAF4570A4
SRR1178353,2014-03-15 00:00:00,2014-03-03 21:24:52,8785,4406562,8785,501,2,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1178353/SRR1178353.1,SRX477449,,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP038933,PRJNA239310,,239310,SRS563083,SAMN02662128,simple,1169740,aquatic metagenome,SD13,,,,,,,no,,,,,UNIVERSITY OF COPENHAGEN,SRA142803,,public,153214A89298D1D006E12E7A701355C3,923A56EFAA16C3B027214C511DC6B4A2
SRR1178352,2014-03-15 00:00:00,2014-03-03 21:24:52,11088,5558377,11088,501,2,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1178352/SRR1178352.1,SRX477448,,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP038933,PRJNA239310,,239310,SRS563084,SAMN02662127,simple,1169740,aquatic metagenome,SD12,,,,,,,no,,,,,UNIVERSITY OF COPENHAGEN,SRA142803,,public,CA8BF36C5A4A8E5A312883F23E7A1114,AA02B8C91115D5EFBE7DDFA0113FB39C
SRR1178354,2014-03-15 00:00:00,2014-03-03 21:24:54,10307,5170341,10307,501,2,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1178354/SRR1178354.1,SRX477450,,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP038933,PRJNA239310,,239310,SRS563085,SAMN02662132,simple,1169740,aquatic metagenome,SD19,,,,,,,no,,,,,UNIVERSITY OF COPENHAGEN,SRA142803,,public,EF9B95F08585151016EC9B780C567082,EB6E1C8A409EA7823A3D554F5F77C8C9
SRR1178355,2014-03-15 00:00:00,2014-03-03 21:24:52,17165,8603563,17165,501,4,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1178355/SRR1178355.1,SRX477451,,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP038933,PRJNA239310,,239310,SRS563086,SAMN02662129,simple,1169740,aquatic metagenome,SD14,,,,,,,no,,,,,UNIVERSITY OF COPENHAGEN,SRA142803,,public,B2F18688DF821DA0862437329054CD40,92FA578E2F3A7E7FEF49BDB494809134
SRR1178356,2014-03-15 00:00:00,2014-03-03 21:25:53,7813,3917659,7813,501,2,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1178356/SRR1178356.1,SRX477452,,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP038933,PRJNA239310,,239310,SRS563087,SAMN02662130,simple,1169740,aquatic metagenome,SD15,,,,,,,no,,,,,UNIVERSITY OF COPENHAGEN,SRA142803,,public,7930DB4C8A676417CAE63E5424BBA601,13004998C3C16C2D0CFAD80476BBCA0B
SRR1178357,2014-03-15 00:00:00,2014-03-03 21:25:53,21080,10559580,21080,500,5,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1178357/SRR1178357.1,SRX477453,,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP038933,PRJNA239310,,239310,SRS563088,SAMN02662131,simple,1169740,aquatic metagenome,SD16,,,,,,,no,,,,,UNIVERSITY OF COPENHAGEN,SRA142803,,public,91862CF72EADF1E2111BC908568F0AF7,BA6FE698FDC61779B799707CC4A1D3C5
SRR1178358,2014-03-15 00:00:00,2014-03-03 21:25:52,7251,3631885,7251,500,2,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1178358/SRR1178358.1,SRX477454,,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP038933,PRJNA239310,,239310,SRS563089,SAMN02662133,simple,1169740,aquatic metagenome,SD20,,,,,,,no,,,,,UNIVERSITY OF COPENHAGEN,SRA142803,,public,098030A9FCF249CA6FA05A7A323DCDBE,E51C5D8B121FED4CBBB7463320999F08
SRR1178359,2014-03-15 00:00:00,2014-03-03 21:25:52,7974,3991252,7974,500,2,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1178359/SRR1178359.1,SRX477455,,AMPLICON,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP038933,PRJNA239310,,239310,SRS563090,SAMN02662134,simple,1169740,aquatic metagenome,SR1,,,,,,,no,,,,,UNIVERSITY OF COPENHAGEN,SRA142803,,public,66F760697EF194CA23147A0B324AABA6,108F259AE6A691179F91193EA8D2279B
SRR1178360,2014-03-15 00:00:00,2014-03-03 21:26:47,4231,2120063,4231,501,1,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1178360/SRR1178360.1,SRX477456,,AMPLICON,RT-PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP038933,PRJNA239310,,239310,SRS563091,SAMN02662135,simple,1169740,aquatic metagenome,SR2,,,,,,,no,,,,,UNIVERSITY OF COPENHAGEN,SRA142803,,public,D1EDA2EC7B3D7E29F299673AC1BCEFFE,5E37275404E9ACC0522867836D9A5D6E
